id,speaker,start,end,duration,reference,hypothesis,reference_words,hypothesis_words,hits,substitutions,deletions,insertions,errors,wer,perfect,substitution_details,deletion_details,insertion_details,note,changed
221,00221 SP 2,13:19.9,13:20.3,0.36s,hahaaa,sự xuất,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""hahaaa"", ""hypothesis"": ""xuất"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""sự"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",tiếng cười,True
222,00222 SP 1,13:20.3,13:23.6,3.34s,một cái người như vậy mà sai nếu tôi muốn biết họ sai cái gì tại vì sao,một cái người như vậy mà sai rồi tôi không biết họ sai cái gì tại vì sao,18,18,16,2,0,0,2,0.1111111111111111,False,"[{""reference"": ""nếu"", ""hypothesis"": ""rồi"", ""reference_position"": [7, 8], ""hypothesis_position"": [7, 8], ""type"": ""substitution""}, {""reference"": ""muốn"", ""hypothesis"": ""không"", ""reference_position"": [9, 10], ""hypothesis_position"": [9, 10], ""type"": ""substitution""}]",[],[],,False
223,00223 SP 1,13:24.2,13:26.9,2.63s,khi mà hình ảnh của anh xuất hiện trên truyền thông thời điểm hiện tại,khi mà hình ảnh của anh xuất hiện trên truyền thông thời điểm hiện tại,15,15,15,0,0,0,0,0.0,True,[],[],[],,False
224,00224 SP 1,13:27.4,13:29.0,1.62s,nó luôn là một hình ảnh rất là tốt,nó luôn là một cái hình ảnh rất là tốt,9,10,9,0,0,1,1,0.1111111111111111,False,[],[],"[{""reference"": """", ""hypothesis"": ""cái"", ""reference_position"": [4, 4], ""hypothesis_position"": [4, 5], ""type"": ""insertion""}]",,False
225,00225 SP 2,13:29.0,13:29.4,0.42s,yeah,giờ,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""yeah"", ""hypothesis"": ""giờ"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],asr khó với backchannel,True
226,00226 SP 1,13:30.1,13:32.2,2.12s,lên ceo ở tuổi hai bảy hai tám,lên ceo ở tuổi hai bảy hai tám,8,8,8,0,0,0,0,0.0,True,[],[],[],,False
227,00227 SP 1,13:32.5,13:33.5,0.94s,trước đó thì,trước đó thì,3,3,3,0,0,0,0,0.0,True,[],[],[],,False
228,00228 SP 1,13:33.9,13:39.8,5.91s,cái tập thành tích lúc đi học nó cũng dày cộm nữa và ngay cả những lúc mà ở tuổi rất trẻ cũng đã ngồi được những cái vị trí tốt,cái cái tập thành tích lúc đi học nó cũng dày cộm nữa và ngay cả những lúc mà ở tuổi rất trẻ cũng đã ngồi ở những vị trí tốt,31,31,29,1,1,1,3,0.0967741935483871,False,"[{""reference"": ""được"", ""hypothesis"": ""ở"", ""reference_position"": [25, 26], ""hypothesis_position"": [26, 27], ""type"": ""substitution""}]","[{""reference"": ""cái"", ""hypothesis"": """", ""reference_position"": [27, 28], ""hypothesis_position"": [28, 28], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""cái"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 2], ""type"": ""insertion""}]",,False
229,00229 SP 2,13:39.9,13:40.2,0.36s,ừ,từ,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""từ"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],asr sai,True
230,00230 SP 1,13:40.2,13:41.1,0.92s,profile của anh kiểu,pờ rô phai của anh kiểu,4,6,3,1,0,2,3,0.75,False,"[{""reference"": ""profile"", ""hypothesis"": ""phai"", ""reference_position"": [0, 1], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""pờ rô"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 2], ""type"": ""insertion""}]",,False
231,00231 SP 1,13:41.9,13:46.7,4.82s,em cảm thấy rằng là nó còn khán giả kiểu fan tung lên mạng nói chi tiết như chính tay anh viết vậy đó,em cảm thấy rằng là nó còn khán giả kiểu fan tung lên mạng nó chi tiết như chính tay anh viết vậy đó,24,24,23,1,0,0,1,0.041666666666666664,False,"[{""reference"": ""nói"", ""hypothesis"": ""nó"", ""reference_position"": [14, 15], ""hypothesis_position"": [14, 15], ""type"": ""substitution""}]",[],[],,False
232,00232 SP 1,13:48.7,13:49.4,0.66s,tuy nhiên là,tuy nhiên là,3,3,3,0,0,0,0,0.0,True,[],[],[],,False
233,00233 SP 1,13:49.9,13:53.8,3.87s,hồi nãy mình có nói đến fix mindset thì thật ra em nghĩ trên đời này ai cũng có cái fixed mindset đó,hồi nãy mình có nói đến phích mai sét thì thật ra em nghĩ trên đời này ai cũng có cái phích mai sét đó,23,25,19,4,0,2,6,0.2608695652173913,False,"[{""reference"": ""fix mindset"", ""hypothesis"": ""mai sét"", ""reference_position"": [6, 8], ""hypothesis_position"": [7, 9], ""type"": ""substitution""}, {""reference"": ""fixed mindset"", ""hypothesis"": ""mai sét"", ""reference_position"": [20, 22], ""hypothesis_position"": [22, 24], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""phích"", ""reference_position"": [6, 6], ""hypothesis_position"": [6, 7], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""phích"", ""reference_position"": [20, 20], ""hypothesis_position"": [21, 22], ""type"": ""insertion""}]",,False
234,00234 SP 2,13:51.4,13:51.9,0.52s,ừ,thực ra em,1,3,0,1,0,2,3,3.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""em"", ""reference_position"": [0, 1], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""thực ra"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 2], ""type"": ""insertion""}]",do âm thanh thu bị nhiễu => separation không tách được => lỗi,True
235,00235 SP 2,13:53.1,13:53.6,0.48s,ừ,phương,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""phương"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],do âm thanh thu bị nhiễu => separation không tách được => lỗi,True
236,00236 SP 1,13:54.3,13:54.9,0.66s,và,và,1,1,1,0,0,0,0,0.0,True,[],[],[],,False
237,00237 SP 1,13:55.3,13:59.1,3.80s,có cái từ mà thay trong giới truyền thông hay dùng cho khán giả hơn đó là định kiến,có một cái từ mà hay trong giới truyền thông hay dùng cho khán giả hơn đó là định kiến,19,20,18,1,0,1,2,0.10526315789473684,False,"[{""reference"": ""thay"", ""hypothesis"": ""hay"", ""reference_position"": [4, 5], ""hypothesis_position"": [5, 6], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""một"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 2], ""type"": ""insertion""}]",,False
238,00238 SP 2,13:59.4,13:59.8,0.42s,ừ,hừ,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""hừ"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],,False
239,00239 SP 1,14:00.1,14:01.4,1.24s,và bản thân anh hoàng,và bản thân anh hoàng,5,5,5,0,0,0,0,0.0,True,[],[],[],,False
240,00240 SP 0,14:00.1,14:01.3,1.22s,và bản thân anh hoàng,và bản thân anh hoàng,5,5,5,0,0,0,0,0.0,True,[],[],[],âm thanh thu nhiễu => bị lỗi nhận diện speaker trong separation,True
241,00241 SP 0,14:01.9,14:03.3,1.38s,lý do rồi tại sao em nói là,lý do vừa rồi tại sao em nói unk,8,9,7,1,0,1,2,0.25,False,"[{""reference"": ""là"", ""hypothesis"": ""unk"", ""reference_position"": [7, 8], ""hypothesis_position"": [8, 9], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""vừa"", ""reference_position"": [2, 2], ""hypothesis_position"": [2, 3], ""type"": ""insertion""}]",âm thanh thu nhiễu => bị lỗi nhận diện speaker trong separation,True
242,00242 SP 1,14:02.2,14:06.8,4.66s,rồi tại sao em nói rằng là nếu mà anh nói rằng anh sai khán giả sẽ ồ đi tìm xem anh còn sai cái gì bởi vì,unk vừa rồi tại sao anh nói rằng là nếu mà anh nói ràng anh sai khán giả sẽ ùa đi tìm xem anh còn sai cái gì tài vì,28,30,24,4,0,2,6,0.21428571428571427,False,"[{""reference"": ""em"", ""hypothesis"": ""anh"", ""reference_position"": [3, 4], ""hypothesis_position"": [5, 6], ""type"": ""substitution""}, {""reference"": ""rằng"", ""hypothesis"": ""ràng"", ""reference_position"": [11, 12], ""hypothesis_position"": [13, 14], ""type"": ""substitution""}, {""reference"": ""ồ"", ""hypothesis"": ""ùa"", ""reference_position"": [17, 18], ""hypothesis_position"": [19, 20], ""type"": ""substitution""}, {""reference"": ""bởi"", ""hypothesis"": ""tài"", ""reference_position"": [26, 27], ""hypothesis_position"": [28, 29], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""unk vừa"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 2], ""type"": ""insertion""}]",,False
243,00243 SP 2,14:04.7,14:05.1,0.36s,đúng rồi hàng,hàng,3,1,1,0,2,0,2,0.6666666666666666,False,[],"[{""reference"": ""đúng rồi"", ""hypothesis"": """", ""reference_position"": [0, 2], ""hypothesis_position"": [0, 0], ""type"": ""deletion""}]",[],C,True
244,00244 SP 2,14:06.4,14:06.8,0.44s,tại vì,tại vì,2,2,2,0,0,0,0,0.0,True,[],[],[],,False
245,00245 SP 1,14:07.6,14:11.1,3.52s,mọi người luôn mặc định là những cái người mà trẻ tuổi tài giỏi thành tựu tốt,mọi người luôn mặc định là những cái người mà trẻ tuổi tài giỏi thành tựu tốt,17,17,17,0,0,0,0,0.0,True,[],[],[],,False
246,00246 SP 2,14:11.2,14:11.7,0.48s,ừ,về,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""về"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],asr sai với backchannel ngắn,True
247,00247 SP 1,14:12.1,14:13.5,1.38s,thì hẳn nhiên nó phải là,thì hẳn nhiên nó phải là,6,6,6,0,0,0,0,0.0,True,[],[],[],,False
248,00248 SP 1,14:14.5,14:17.5,3.04s,con ông cháu cha rồi con vua thì lại làm vua nó có những,con ông cháu cha rồi con vua thì lại làm vua lớp phó,14,13,11,2,1,0,3,0.21428571428571427,False,"[{""reference"": ""nó có"", ""hypothesis"": ""lớp phó"", ""reference_position"": [11, 13], ""hypothesis_position"": [11, 13], ""type"": ""substitution""}]","[{""reference"": ""những"", ""hypothesis"": """", ""reference_position"": [13, 14], ""hypothesis_position"": [13, 13], ""type"": ""deletion""}]",[],,False
249,00249 SP 2,14:17.1,14:18.0,0.82s,có những xuất phát điểm tốt,cơ sở xây dựng tốt,6,5,1,4,1,0,5,0.8333333333333334,False,"[{""reference"": ""có những xuất phát"", ""hypothesis"": ""cơ sở xây dựng"", ""reference_position"": [0, 4], ""hypothesis_position"": [0, 4], ""type"": ""substitution""}]","[{""reference"": ""điểm"", ""hypothesis"": """", ""reference_position"": [4, 5], ""hypothesis_position"": [4, 4], ""type"": ""deletion""}]",[],asr sai,True
250,00250 SP 1,14:18.1,14:19.6,1.52s,đúng nó có những xuất phát điểm tốt và,đúng nó có những xuất phát điểm tốt và,9,9,9,0,0,0,0,0.0,True,[],[],[],,False
251,00251 SP 1,14:21.1,14:25.7,4.60s,nhìn thấy cái sai lầm của người ta sẽ cảm thấy mình rằng là cũng vui đấy kiểu như vậy,nhìn thấy cái sai lầm của người ta sẽ cảm thấy mình ngẩng nạc ồ cũng vui đấy kiểu như vậy,20,21,18,2,0,1,3,0.15,False,"[{""reference"": ""rằng là"", ""hypothesis"": ""nạc ồ"", ""reference_position"": [12, 14], ""hypothesis_position"": [13, 15], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""ngẩng"", ""reference_position"": [12, 12], ""hypothesis_position"": [12, 13], ""type"": ""insertion""}]",,True
252,00252 SP 2,14:25.2,14:25.8,0.56s,ừ,kể lấy,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""lấy"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""kể"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",âm thanh thu nhiễu => bị lỗi nhận diện speaker trong separation,True
253,00253 SP 1,14:26.0,14:29.6,3.56s,và nó nó là một cái định kiến rất là lâu trong khán giả và gần đây,và nó nó là một cái định kiến rất là lâu trong khán giả và gần đây,17,17,17,0,0,0,0,0.0,True,[],[],[],,False
254,00254 SP 1,14:30.4,14:33.9,3.45s,em không biết là anh có thấy chưa nhưng trên mạng bắt đầu xuất hiện những cái thông tin,em không biết là anh có thấy chưa nhưng trên mạng bắt đầu xuất hiện những cái thông tin,19,19,19,0,0,0,0,0.0,True,[],[],[],,False
255,00255 SP 2,14:31.6,14:32.0,0.44s,ừm,em ngủ,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""ừm"", ""hypothesis"": ""ngủ"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""em"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",âm thanh thu nhiễu => bị lỗi nhận diện speaker trong separation,True
256,00256 SP 2,14:33.9,14:34.3,0.40s,ừ,thì,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""thì"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],asr sai,True
257,00257 SP 1,14:34.2,14:36.1,1.88s,họ thậm chí họ không gọi là tin đồn họ thông tin,họ thậm chí họ không gọi là tin đồn họ thông tin,12,12,12,0,0,0,0,0.0,True,[],[],[],,False
258,00258 SP 1,14:36.5,14:40.9,4.42s,anh hoàng lên được vị trí ceo của uni là bởi vì là con cháu của lãnh đạo cấp cao đấy,dạ anh hoàng lên được vị trí ceo của uni là bởi vì là con cháu của lãnh đạo cấp cao đấy,21,22,21,0,0,1,1,0.047619047619047616,False,[],[],"[{""reference"": """", ""hypothesis"": ""dạ"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",,False
259,00259 SP 2,14:41.0,14:41.3,0.36s,yeah,nhờ,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""yeah"", ""hypothesis"": ""nhờ"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],asr sai,True
260,00260 SP 1,14:41.5,14:45.6,4.09s,thì anh đọc chưa và anh nghĩ thế nào về cái gọi là định kiến và fix mindset này,thì anh đọc chưa và nghĩ thế nào về cái gọi là cái định kiến cái phích mai sét này,19,20,15,3,1,2,6,0.3157894736842105,False,"[{""reference"": ""và fix mindset"", ""hypothesis"": ""phích mai sét"", ""reference_position"": [15, 18], ""hypothesis_position"": [16, 19], ""type"": ""substitution""}]","[{""reference"": ""anh"", ""hypothesis"": """", ""reference_position"": [5, 6], ""hypothesis_position"": [5, 5], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""cái"", ""reference_position"": [13, 13], ""hypothesis_position"": [12, 13], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""cái"", ""reference_position"": [15, 15], ""hypothesis_position"": [15, 16], ""type"": ""insertion""}]",,False
261,00261 SP 2,14:43.2,14:44.6,1.38s,hhhhhh,dì xịt dì xịch dì dịt,1,6,0,1,0,5,6,6.0,False,"[{""reference"": ""hhhhhh"", ""hypothesis"": ""dịt"", ""reference_position"": [0, 1], ""hypothesis_position"": [5, 6], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""dì xịt dì xịch dì"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 5], ""type"": ""insertion""}]",tiếng cười,True
262,00262 SP 2,14:45.9,14:50.6,4.69s,anh thì thật ra hồi trước giờ anh ít khi nào dành thời gian để trả lời những tin đồn,anh thì thật vào chứ giờ anh ít khi nào dành thời gian để trả lời những cái tin đồn,20,20,17,2,1,1,4,0.2,False,"[{""reference"": ""ra hồi"", ""hypothesis"": ""vào chứ"", ""reference_position"": [3, 5], ""hypothesis_position"": [3, 5], ""type"": ""substitution""}]","[{""reference"": ""trước"", ""hypothesis"": """", ""reference_position"": [5, 6], ""hypothesis_position"": [5, 5], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""cái"", ""reference_position"": [18, 18], ""hypothesis_position"": [17, 18], ""type"": ""insertion""}]","lỗi qwen bị lặp dữ liệu , asr thiếu",True
263,00263 SP 2,14:51.0,14:51.8,0.82s,tại vì anh thấy là,tại vì anh thấy là,5,5,5,0,0,0,0,0.0,True,[],[],[],asr sai,True
264,00264 SP 2,14:52.3,14:54.3,1.94s,trả lời không biết bao giờ cho hết được đúng không,trả lời không biết bao giờ nhớ hết được đúng,11,10,9,1,1,0,2,0.18181818181818182,False,"[{""reference"": ""cho"", ""hypothesis"": ""nhớ"", ""reference_position"": [6, 7], ""hypothesis_position"": [6, 7], ""type"": ""substitution""}]","[{""reference"": ""không"", ""hypothesis"": """", ""reference_position"": [10, 11], ""hypothesis_position"": [10, 10], ""type"": ""deletion""}]",[],asr sai,True
