id,reference,base_hypothesis,final_hypothesis,base_wer,final_wer,wer_improvement,status,transition,base_errors,final_errors
358,hoảng sợ vì,hoảng sợ việc,hoảng sợ vì,0.3333333333333333,0.0,0.3333333333333333,improved,wrong_to_correct,1,0
359,tại sao mình không nhận ra điều này sớm hơn,tại sao mình không nhận ra điều này sớm hơn,tại sao mình không nhận ra điều này sớm hơn,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
360,ừ,ừ,ừ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
361,vì có quá nhiều thứ mà mình đã đóng đinh trong đầu mình mặc định trong đầu nó không còn phù hợp với cái xã hội đương đại và cái luồng công việc hiện đại nữa,vì có quá nhiều thứ mà mình đã đóng đinh trong đầu mình mặc định trong đầu nó không còn phù hợp với cái xã hội đương đại và cái buồn công việc hiện đại nữa,vì có quá nhiều thứ mà mình đã đóng đinh trong đầu mình mặc định trong đầu nó không còn phù hợp với cái xã hội đương đại và cái công việc hiện đại nữa,0.027777777777777776,0.027777777777777776,0.0,unchanged,wrong_to_wrong,1,1
362,yeah,nhưng,nhưng nhau,1.0,2.0,-1.0,worsened,wrong_to_wrong,1,2
363,ừ,hư,hư thì cụ,1.0,3.0,-2.0,worsened,wrong_to_wrong,1,3
364,thì đó là em mới nhận ra gần đây thôi còn anh hoàng thì anh nhận ra cái điều đó từ thời điểm nào và cái yếu tố nào mà anh bắt đầu unlearn đầu tiên,thì đó là em mới nhận ra gần đây thôi còn anh hoàng thì anh nhận da cái điều đó từ thời điểm nào và cái yếu tố nào mà anh bắt đầu unlearn đầu tiên,thì đó là em mới nhận ra gần đây thôi còn anh hoàng thì anh nhận ra cái điều đó từ thời điểm nào và cái yếu tố nào mà anh bắt đầu ăn lên đầu tiên,0.027777777777777776,0.05555555555555555,-0.027777777777777776,worsened,wrong_to_wrong,1,2
365,nếu mà gọi là yếu tố unlean đầu tiên thì anh sẽ không thể nào nhớ được hết,nếu mà gọi là yếu tố lần đầu tiên thì anh sẽ không thể nào nhớ được hết,nếu mà gọi là yếu tố lên đầu tiên thì anh sẽ không thể nào nhớ được hết,0.05555555555555555,0.05555555555555555,0.0,unchanged,wrong_to_wrong,1,1
366,nhưng mà giống như em nói nhiều khi mình nhìn lại mình đánh giá thì nó dễ hơn ví dụ như em,nhưng mà giống như em nói nhiều khi mình nhìn lại mình đánh giá thì nó dễ hơn ví dụ như em,nhưng mà giống như em nói nhiều khi mình nhìn lại mình đánh giá thì nó dễ hơn ví dụ như em,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
367,em nói là em em em khá là fix ở thời điểm đó thì anh lại thấy khác tức là từ lúc anh biết em anh thấy là,em nói là em khá là fix ở thời điểm đó thì anh lại thấy khác tức là từ lúc anh biết em anh thấy là,em nói là em em em khá là fix ở thời điểm đó thì anh lại thấy khác tức là từ lúc anh biết em anh thấy là,0.07142857142857142,0.0,0.07142857142857142,improved,wrong_to_correct,2,0
368,em là một người làm báo báo viết,em là một người làm báo viết,em là một người làm báo viết,0.125,0.125,0.0,unchanged,wrong_to_wrong,1,1
369,và em là một người viết tốt,và em là một người viết tốt,và em là một người viết tốt,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
370,những gì anh biết về ngọc,những gì anh biết về ngọc,những gì anh biết về ngọc,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
371,sau đó anh thấy là em làm video,sau đó anh thấy là em làm video,sau đó anh thấy là em làm video,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
372,xong bây giờ thì lại làm thêm cả video nhưng ở nhiều cái form khác nhau,xong bây giờ thì lại làm thêm cả video ở nhiều cái form khác nhau,xong bây giờ thì lại làm thêm cả video nhưng ở nhiều cái form khác nhau,0.0625,0.0,0.0625,improved,wrong_to_correct,1,0
373,và ngày xưa có thể video phục vụ những platform truyền thống hơn,và ngày xưa có thể video phục vụ những platform truyền thống hơn,và ngày xưa có thể video phục vụ những platform truyền thống hơn,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
374,tv báo youtube,để gửi email youtube,để gửi email tv báo youtube,1.0,1.0,0.0,unchanged,wrong_to_wrong,3,3
375,youtube mà bây giờ anh còn gọi là truyền thống rồi đó thì bây giờ lại tới những cái social media những cái kênh,youtube mà bây giờ anh còn gọi là truyền thống rồi đó thì bây giờ lại tới những cái social media những cái kênh,youtube mà bây giờ anh còn gọi là truyền thống rồi đó thì bây giờ lại tới những cái social media những cái kênh,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
376,tiktok hoặc là facebook họ cũng cần shortcontent form,tiktok hoặc là facebook mà không cần short content form,tiktok hoặc là facebook mà cũng cần shortcontent form,0.4444444444444444,0.1111111111111111,0.3333333333333333,improved,wrong_to_wrong,4,1
377,thì bản thân cái đó đã là mình mình learn rồi đó mình evolve bản thân mình để phù hợp với lại cái đòi hỏi của thị trường và trong quá trình mình evolve mình tiến hóa lên,thì bản thân cái đó đã là mình lên rồi đó mình evolve bản thuần mình để phù hợp với lại cái đòi họ của thị trường và trong quá trình mình evolve mình tiến hóa lên,thì bản thân cái đó đã là mình mình lên rồi mình evolve bản thân mình để phù hợp với lại cái đòi hỏi của thị trường và trong quá trình mình evolve mình tiến hóa lên,0.10526315789473684,0.05263157894736842,0.05263157894736842,improved,wrong_to_wrong,4,2
378,thì mình phải unlearn tức là mình phải,thì mình phải ẩn lên tức là mình phải nghĩ,thì mình phải ẩn lên tức là mình phải,0.375,0.25,0.125,improved,wrong_to_wrong,3,2
379,học lại từ đầu,học lại từ đầu á,học lại từ đầu,0.25,0.0,0.25,improved,wrong_to_correct,1,0
380,ồ còn đối với quá trình của anh cũng vậy thôi từ lúc anh,còn đối với quá trình của anh cũng vậy thôi từ lúc anh,ồ còn đối với quá trình của anh cũng vậy thôi từ lúc anh,0.07142857142857142,0.0,0.07142857142857142,improved,wrong_to_correct,1,0
381,đi học,đi học,đi học,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
382,thì,thì,thì,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
383,cái quá trình học của anh đã là một cái quá trình nó cũng hơi kỳ khôi tức là anh học rất là nhiều lĩnh vực khác nhau,cái quá trình học của anh đã là một cái quá trị nó cũng hơi kì khôi tức là anh học rất nhiều lĩnh vực khác nhau,cái quá trình học của anh đã là một cái quá trình nó cũng hơi kỳ khôi tức là anh học rất là nhiều lĩnh vực khác nhau,0.10714285714285714,0.0,0.10714285714285714,improved,wrong_to_correct,3,0
384,từ văn rồi chuyên toán xong rồi anh lại học ngoại thương tức là về kinh tế,từ văn rồi chuyên toán xong rồi lại học khoại thương tức là về kinh tế,from văn rồi chuyên toán xong rồi anh lại học ngoại thương tức là về kinh tế,0.11764705882352941,0.058823529411764705,0.058823529411764705,improved,wrong_to_wrong,2,1
385,trong quá trình đó mình còn học thêm cả vẽ nữa,trong quá trình đó anh còn học thêm cả vẽ nữa,trong quá trình đó mình còn học thêm cả vẽ nữa,0.09090909090909091,0.0,0.09090909090909091,improved,wrong_to_correct,1,0
386,ừ,ừ,ừ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
387,nó không liên quan gì hết,mình không liên quan gì hết,tôi không liên quan gì hết,0.16666666666666666,0.16666666666666666,0.0,unchanged,wrong_to_wrong,1,1
388,nhưng mà tất cả những cái thứ nhặt nhành không liên quan đó nó lại giúp anh có những cái công cụ để anh mở những cái chìa khóa mới trong cuộc sống,nhưng mà tất cả những cái thứ nhặt nhảnh không liên quan đó nó lại giúp anh có những công cụ để anh mở những chi phó mới trong cuộc sống,nhưng mà tất cả những cái thứ nhặt nhành không liên quan đó nó lại giúp anh có những cái công cụ để anh mở những cái chìa khóa mới trong cuộc sống,0.15151515151515152,0.0,0.15151515151515152,improved,wrong_to_correct,5,0
389,nên khi anh đi làm một cái lĩnh vực về truyền thông mà người thấy là ôi sao cái ông này em học gì rồi em làm truyện liên quan gì,nên khi anh đi làm một cái lĩnh vực về truyền thông và người thấy là ui sao cái ông này em học gì rồi em làm truyện thông liên quan gì,nên khi anh đi làm một cái lĩnh vực về truyền thông mà người thấy là oi sao cái ông này em học gì rồi em làm truyện liên quan gì,0.0967741935483871,0.03225806451612903,0.06451612903225806,improved,wrong_to_wrong,3,1
390,bất ngờ thực ra nó lại rất liên quan đến dâu,nhưng mà thật ra nó lại rất liên quan tới dâu,bất ngờ thực ra nó lại rất liên quan đến dâu,0.36363636363636365,0.0,0.36363636363636365,improved,wrong_to_correct,4,0
391,từ học văn đến có cái kỹ năng về ngôn ngữ tương đối,từ học văn đến có cái kỹ năng là ngôn ngữ tương đối,from học văn đến có cái kỹ năng về ngôn ngữ tương đối,0.07692307692307693,0.07692307692307693,0.0,unchanged,wrong_to_wrong,1,1
392,anh học vẽ để anh có cái thẩm mỹ về mỹ thuật,anh học vẽ để anh có cái thẩm mỹ và mỹ thuật,anh học vẽ để anh có cái thẩm mỹ về mỹ thuật,0.08333333333333333,0.0,0.08333333333333333,improved,wrong_to_correct,1,0
393,anh có logic để anh có thể làm việc như một người làm chiến lược và quản trị,anh có logic để anh ra làm việc như một người làm chiến lược và quản trị,anh có logic để anh có thể làm việc như một người làm chiến lược và quản trị,0.1111111111111111,0.0,0.1111111111111111,improved,wrong_to_correct,2,0
394,và anh cộng tất cả những cái yếu tố đó lại để mình vừa học cái mới nhưng mình vừa phải,và anh cộng tất cả những cái yếu tố đó lại để mình vừa học cái mới nhưng mình vừ phải,và anh cộng tất cả những cái yếu tố đó lại để mình vừa học cái mới nhưng mình vừa phải,0.047619047619047616,0.0,0.047619047619047616,improved,wrong_to_correct,1,0
395,tiếp nhận tại vì có rất nhiều cái mình không biết mà,tiếp nhận tại vì có rất nhiều cái mình không biết mà,tiếp nhận tại vì có rất nhiều cái mình không biết mà,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
396,ví dụ như anh nói là ở thời điểm đó mình biết về môn vẽ nó tới đây,ví dụ như anh ấy là ở thời điểm đó mình biết về môn vẽ nó tới đây,ví dụ như anh nói là ở thời điểm đó mình biết về môn vẽ nó tới đây,0.05555555555555555,0.0,0.05555555555555555,improved,wrong_to_correct,1,0
397,nhưng mà sau đó khi anh học thì anh thấy lạ bây giờ có vô vàng công cụ,nhưng mà sau đó khi anh học thì anh thấy là à bây giờ có vô vàn công cụ,nhưng mà sau đó khi anh học thì anh thấy lạ bây giờ có vô vàng công cụ,0.16666666666666666,0.0,0.16666666666666666,improved,wrong_to_correct,3,0
398,để vẽ và bây giờ lại còn có vô vàn công cụ để mình prompt để mình vẽ ví dụ như ai các công cụ như vậy,để vẽ và bây giờ lại còn có vô vàn công cụ để mình prompt để mình vẽ ví dụ như ai các công cựu như vậy,để vẽ và bây giờ lại còn có vô vàn công cụ để mình prompt để mình vẽ ví dụ như ai các công cụ như vậy,0.037037037037037035,0.0,0.037037037037037035,improved,wrong_to_correct,1,0
399,thì,thầy,thầy thi thì,1.0,2.0,-1.0,worsened,wrong_to_wrong,1,2
400,không phải chỉ là mình học cách làm chủ mà mình còn cả học cách làm chủ các công cụ mới nữa,không phải chỉ là mình học cách làm chủ mà mình còn cả học cách các công cụ mới nữa,không phải chỉ là mình học cách làm chủ mà mình còn cả học cách làm chủ các công cụ mới nữa,0.09090909090909091,0.0,0.09090909090909091,improved,wrong_to_correct,2,0
401,đúng không,đúng không,đúng không,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
402,ví dụ nếu mà anh ấy có rất nhiều người giữ một cái quan điểm là,ví dụ nếu mà anh ấy có rất là nhiều người giữ một cái quan điểm là,ví dụ nếu mà anh ấy có rất nhiều người giữ một cái quan điểm là,0.0625,0.0,0.0625,improved,wrong_to_correct,1,0
